Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.5320414431718806511661225214,0.532041443171881,0.532041443171881,0.532041443171881,0.532041443171881,0,0,0,0,9.43980005389238,196.8787929662941170241524231,196.8787929662941170241524231,1563992
0.02,0,0.5073223215638420555914049884,0.507322321563842,0.507322321563842,0.507322321563842,0.507322321563842,0,0,0,0,9.43980005389238,196.8787929662941170241524231,196.8787929662941170241524231,3127985
0.03,0,0.4857164211318763008202198129,0.485716421131876,0.485716421131876,0.485716421131876,0.485716421131876,0,0,0,0,9.43980005389238,196.8787929662941170241524231,196.8787929662941170241524231,4691977
0.04,0,0.4692170868049786727879147693,0.469217086804979,0.469217086804979,0.469217086804979,0.469217086804979,0,0,0,0,9.43980005389238,196.8787929662941170241524231,196.8787929662941170241524231,6255970
0.05,0,0.4643512635876070753606101831,0.464351263587607,0.464351263587607,0.464351263587607,0.464351263587607,0,0,0,0,9.43980005389238,196.8787929662941170241524231,196.8787929662941170241524231,7819962
0.06,0,0.4671723356179769921829180992,0.467172335617977,0.467172335617977,0.467172335617977,0.467172335617977,0,0,0,0,9.43980005389238,196.8787929662941170241524231,196.8787929662941170241524231,9383954
0.07,0,0.4676960020460052853442713384,0.467696002046005,0.467696002046005,0.467696002046005,0.467696002046005,0,0,0,0,9.43980005389238,196.8787929662941170241524231,196.8787929662941170241524231,10947950
0.08,0,0.4670110219846340842830694122,0.467011021984634,0.467011021984634,0.467011021984634,0.467011021984634,0,0,0,0,9.43980005389238,196.8787929662941170241524231,196.8787929662941170241524231,12511940
0.09,0,0.4656661288243881374275477153,0.465666128824388,0.465666128824388,0.465666128824388,0.465666128824388,0,0,0,0,9.43980005389238,196.8787929662941170241524231,196.8787929662941170241524231,14075930
0.10,0,0.4639581637527069163847630657,0.463958163752707,0.463958163752707,0.463958163752707,0.463958163752707,0,0,0,0,9.43980005389238,196.8787929662941170241524231,196.8787929662941170241524231,15639920
0.11,0,0.4620560457943904521283759633,0.46205604579439,0.46205604579439,0.46205604579439,0.46205604579439,0,0,0,0,9.43980005389238,196.8787929662941170241524231,196.8787929662941170241524231,17203920
0.12,0,0.4600595047133807083615693275,0.460059504713381,0.460059504713381,0.460059504713381,0.460059504713381,0,0,0,0,9.43980005389238,196.8787929662941170241524231,196.8787929662941170241524231,18767910
0.13,0,0.4580288133635632523845665380,0.458028813363563,0.458028813363563,0.458028813363563,0.458028813363563,0,0,0,0,9.43980005389238,196.8787929662941170241524231,196.8787929662941170241524231,20331900
