Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.3295816075404278894640999138,0.329581607540428,0.329581607540428,0.329581607540428,0.329581607540428,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,533145.6
0.02,0,0.3532546678316269070999167416,0.353254667831627,0.353254667831627,0.353254667831627,0.353254667831627,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,1066291
0.03,0,0.3475227442947432679338879532,0.347522744294743,0.347522744294743,0.347522744294743,0.347522744294743,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,1599437
0.04,0,0.3388617801198024681211128045,0.338861780119802,0.338861780119802,0.338861780119802,0.338861780119802,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,2132582
0.05,0,0.3305339647229240509304028722,0.330533964722924,0.330533964722924,0.330533964722924,0.330533964722924,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,2665728
0.06,0,0.3230483098223993061809112585,0.323048309822399,0.323048309822399,0.323048309822399,0.323048309822399,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,3198874
0.07,0,0.3164008812358269964109471064,0.316400881235827,0.316400881235827,0.316400881235827,0.316400881235827,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,3732019
0.08,0,0.3104870913764680507621404962,0.310487091376468,0.310487091376468,0.310487091376468,0.310487091376468,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,4265164
0.09,0,0.3051952857493674714389690693,0.305195285749368,0.305195285749368,0.305195285749368,0.305195285749368,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,4798310
0.10,0,0.3004279938840839022878360752,0.300427993884084,0.300427993884084,0.300427993884084,0.300427993884084,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,5331456
0.11,0,0.2961046028079351433247135170,0.296104602807935,0.296104602807935,0.296104602807935,0.296104602807935,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,5864602
0.12,0,0.2921594023389396231903625246,0.29215940233894,0.29215940233894,0.29215940233894,0.29215940233894,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,6397747
0.13,0,0.2888764410941572273921255345,0.288876441094157,0.288876441094157,0.288876441094157,0.288876441094157,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,6930892
0.14,0,0.2913670140827493982978006787,0.291367014082749,0.291367014082749,0.291367014082749,0.291367014082749,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,7464038
0.15,0,0.2932919718492315669920075472,0.293291971849232,0.293291971849232,0.293291971849232,0.293291971849232,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,7997184
0.16,0,0.2947751059921968115970682688,0.294775105992197,0.294775105992197,0.294775105992197,0.294775105992197,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,8530329
0.17,0,0.2959088067448437659728831593,0.295908806744844,0.295908806744844,0.295908806744844,0.295908806744844,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,9063475
0.18,0,0.2967631162612579045813843274,0.296763116261258,0.296763116261258,0.296763116261258,0.296763116261258,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,9596621
0.19,0,0.2973919589561250693089931037,0.297391958956125,0.297391958956125,0.297391958956125,0.297391958956125,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,10129770
0.20,0,0.2978373943757788990428722071,0.297837394375779,0.297837394375779,0.297837394375779,0.297837394375779,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,10662910
0.21,0,0.2981325968088556804108509574,0.298132596808856,0.298132596808856,0.298132596808856,0.298132596808856,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,11196060
0.22,0,0.2983040126354958912311890739,0.298304012635496,0.298304012635496,0.298304012635496,0.298304012635496,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,11729200
0.23,0,0.2983728886135109091896245378,0.298372888613511,0.298372888613511,0.298372888613511,0.298372888613511,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,12262350
0.24,0,0.2983564758265769644810540095,0.298356475826577,0.298356475826577,0.298356475826577,0.298356475826577,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,12795490
0.25,0,0.2982688885636121092599260614,0.298268888563612,0.298268888563612,0.298268888563612,0.298268888563612,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,13328640
0.26,0,0.2982845696309877565884506896,0.298284569630988,0.298284569630988,0.298284569630988,0.298284569630988,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,13861780
0.27,0,0.2982535410392204455457344285,0.29825354103922,0.29825354103922,0.29825354103922,0.29825354103922,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,14394930
0.28,0,0.2981833302899465608245328583,0.298183330289947,0.298183330289947,0.298183330289947,0.298183330289947,0,0,0,0,9.49406247919006,67.692316316121376603828456639,67.692316316121376603828456639,14928080
